"Each sheet contains a column representing the intensity values from approximately 20,000 captured cells.",,,
"The 20,000 intensity values in each column were used to create histograms for each sample.",,,
,,,
,,,
,,,
,,,
Sc644,BY4741,BY4743 (control diploid),Hybrid
47896.84,34512.23,113083.125,256556.92
84212.06,40169.312,94867.03,154702.83
60742.23,42145.59,144168.69,229719.77
75876.94,40588.562,156215.56,70853.68
88430.36,101710.055,87136.92,86805.39
161955.62,39943.992,73546.34,2537
37714.01,27614.6,86307.45,143327.61
73179.984,20183.34,145954.47,88861.22
86042.57,69224.84,38609.27,137632.69
130943.6,44807.29,94968.08,38547.78
82979.68,49125.78,255270.36,85391.984
77900.09,83082.45,151812.8,80126.2
44880.39,58297.68,159408.31,150261.78
67300.59,40570.5,162685.34,89619.74
39679.97,76483.67,156013.47,148460.52
50739.14,36756.402,96296.35,89087.4
32479.191,65004.82,262143,165717.7
71674.555,66903.27,25913.951,75702.79
1136.49,74136.305,89977.93,83639.734
90733.445,32634.42,100787.7,95302.625
48341.46,91487.234,92012.695,79932.27
47370.52,39360.05,156109.36,143748.58
35732.14,44985.312,141661.36,71674.984
40177.48,45148.28,100580.875,100471.22
89333.36,44488.23,77736.69,90412.234
39904.86,42182.14,89944.82,72770.19
67772.305,43870.75,149653.33,99645.195
84774.93,29985.621,79167.734,154855.9
70277.484,61649.53,83607.055,146676.88
108273.14,53012.55,68339.9,134792.11
80366.57,36768.44,78496.5,95103.53
154363.98,67750.375,88263.95,154757.44
77605.54,92954.82,69850.06,141934.83
29590.88,47464.26,126308.2,134554.75
77917.29,46263.27,66993.57,147824.97
35736.01,48788.23,93018.03,136695.72
160526.75,35145.62,106240.53,176889.97
118590.99,73944.95,110170.305,79102.805
31602.85,144099.88,162620.4,83761.42
36720.28,132957.3,255847.42,102179.61
262143,45767.48,7172.83,158436.08
62237.34,57623.87,162713.3,87874.805
94079.27,84571.97,84897.055,76225.67
80825.81,94567.32,2152.1501,87134.77
143606.67,102552.42,155727.94,111918.25
100055.84,40935.57,142974.58,138391.2
62791.18,40982.44,71727.875,147912.27
153908.61,61370.03,83074.71,140127.97
49843.88,83103.95,97229.02,262143
83337.44,77427.95,79740.06,72779.22
97569.15,75656.78,148847.08,151822.25
56628.85,69165.07,82517.43,229395.55
77741.42,34646.82,172154.8,93721.51
58614.59,52815.18,138113.42,174347.8
75075.85,48074,147734.67,149551.42
40625.54,74935.67,140253.11,73343.38
86804.1,42423.8,72077.46,88554.63
81411.47,81609.7,245580.31,189313.95
73356.28,45171.93,139729.36,154440.95
209182.53,41122.19,181683.17,92717.89
96685.93,70730.7,830.76,160390.86
98895.7,41297.2,88605.805,87465.875
196287.27,40312.93,84264.95,100203.76
50384.82,45722.76,68431.92,64056.242
72533.26,72734.93,89415.49,57054.98
39732,42598.812,86936.54,97112.06
139602.52,70779.29,79301.03,81851.36
90071.24,106333.84,86631.24,140015.31
128091.84,50229.59,78265.59,82198.805
6383.35,82630.52,89970.625,170237
111609.516,74862.57,77381.08,69001.67
90011.04,42672.34,82498.51,164374.38
43303.582,67108.81,90624.22,74135.875
37830.97,50756.34,140179.58,144584.5
83966.96,83954.92,227371.53,87338.59
65384.51,52752.832,81833.734,84928.01
36860.03,49223.82,80347.22,125956.03
40600.6,43138.46,62547.8,76971.72
63386.3,30884.75,71297.01,95437.64
83003.76,45305.66,64515.05,74780.44
99045.34,64202.44,89639.52,77264.125
54393.71,49827.54,91984.74,159970.75
40107.82,41374.6,143220.11,146036.61
77896.22,54966.04,101246.51,96785.695
29132.07,44540.69,156529.47,128066.9
77235.74,49198.02,162428.2,105516.84
221662.86,70099.46,42471.96,70307.58
130157.13,68548.02,160657.03,93886.63
79362.95,48083.89,83512.88,94418.97
87739.78,36226.21,143535.72,163247.36
66471.984,76972.58,140321.05,84404.7
72669.57,44646.902,154314.53,71787.21
127425.77,128264.7,144323.48,97439.29
169171.89,68541.14,88733.51,114218.32
37711,73201.055,155645.38,146084.33
36918.94,35923.062,155736.97,98281.664
45745.12,33622.13,91349.2,74245.09
78542.94,49659.84,151723.78,262143
55237.37,38737.84,90521.45,93859.54
81240.76,50776.55,96571.555,100774.375
60855.75,39527.32,218774.11,131756.3
77813.234,30798.32,91107.97,142967.69
46841.62,33058.832,82354.46,72258.49
118762.13,78871.03,115811.04,70253.83
262143,72465.32,89255.1,88745.125
107012.81,87949.625,105137.15,151046.97
72340.625,73645.24,190473.23,109948.85
102204.125,44313.223,153025.83,147924.3
71376.56,37612.1,82922.92,41075.75
66763.95,82037.555,151002.25,149864.89
157503.84,35773.85,94126.57,89162.65
105054.59,78595.83,196098.92,92457.31
75945.74,44295.59,23372.65,128007.13
79411.97,32236.24,79295.875,75742.78
37561.36,39207.402,166392.8,85483.57
150069.14,68651.22,89563.414,69424.36
66520.14,38782.562,80382.914,135119.77
85718.35,95951.49,145907.17,146861.34
60514.76,89193.61,135209.62,153771.02
251315.22,37866.66,74474.28,95115.57
53978.332,61850.77,75941.01,65825.26
148688.84,33859.492,148437.3,96739.68
39113.66,111331.734,42496.04,160488.05
69319.44,48620.53,146454.12,144073.22
92255.64,75466.72,89873.01,84629.59
179912,32563.041,136252.38,143435.53
41165.19,44298.6,69884.03,144611.58
106256.875,80464.61,105516.84,129811.84
39504.53,178797.02,152125.4,116368.75
116640.945,48942.6,95000.33,14132.38
69795.02,76862.93,262143,75644.74
41421.902,123406.99,80813.77,6787.98
99274.96,68581.56,115896.61,150863.36
32359.22,89229.305,114597.15,86207.695
72304.07,46818.402,87363.96,72805.45
61240.17,73695.125,155621.3,138648.34
50198.63,72886.29,86226.18,69928.75
41988.21,75667.1,134943.03,76831.54
70609.875,82277.49,76542.15,136104.89
73018.734,33776.93,88682.34,110089.03
40370.12,116989.67,83648.33,166734.22
113296.4,34161.35,33419.6,73446.15
78410.5,82998.17,77167.805,81816.1
63194.95,38427.812,87846.42,51344.582
37940.19,73620.734,92536,132171.69
65673.04,31114.8,179703.02,85354.14
243005.47,69919.72,79631.27,153152.67
79301.46,40299.17,162509.47,88945.07
45890.89,89440.86,172706.5,126100.086
92554.49,41218.082,81882.75,74917.18
42497.332,111161.88,90153.805,71654.77
73721.78,87081.02,79145.375,140152.9
71449.234,44412.55,146074.44,79483.35
92886.02,84717.31,93597.24,163179.4
46087.402,85021.75,160102.77,90750.21
72194.85,71198.54,177470.47,141960.2
99589.72,40755.832,149007.05,78822.875
77707.88,42238.04,208438.2,67245.984
43896.12,56283.133,78531.33,138994.5
91628.7,34326.04,80671.01,99744.52
72100.25,44970.26,82316.19,75644.31
46212.96,37622.85,85925.18,83109.54
93652.71,38128.53,162262.22,141546.97
78446.19,114132.75,88226.97,166937.61
38912.85,33702.97,155928.33,67902.59
62669.062,39554.41,152567.02,84373.74
33042.062,37713.152,166130.5,87806
129255.42,78729.56,152130.12,70610.734
80843.44,48812.312,159140.86,262143
40280.68,66268.164,80901.92,140255.25
196051.19,112719.34,75518.32,76047.22
88798.01,51891.973,63625.383,103513.04
38256.67,52524.07,159312,75913.06
79306.19,33882.71,81900.38,144110.2
74823.01,49385.93,75317.51,137153.66
41706.992,76516.35,181592.44,73562.25
105557.695,43593.402,79060.664,151489.44
32679.57,37579.85,141196.1,97260.84
137898.86,50839.76,85153.33,149764.7
82145.484,113719.95,137890.25,11511.101
42384.67,31630.8,84622.28,102612.625
79356.07,42155.48,105091.57,78681.4
80176.08,34319.59,141613.19,85214.39
110857.875,66511.97,156488.61,101032.375
63997.332,44418.57,162763.61,138819.48
85393.27,44207.44,231266.9,77882.03
68778.07,148711.62,160307.88,74128.56
46401.3,215893.55,157192.95,169029.12
61637.492,72534.984,21742.52,165205.58
40954.062,71447.08,77376.35,152503.8
168877.77,41141.97,83042.46,237117.48
78247.96,85238.9,80042.78,139032.77
83469.02,44740.21,72356.53,261857.53
47253.13,34674.77,91965.39,78688.28
69077.35,44155.84,78343.42,149028.97
149128.3,43909.02,83727.88,148377.1
66263,34446.44,158385.34,86004.734
49598.78,81411.47,84276.56,84232.7
45723.19,77536.74,91926.26,40476.332
71186.07,48629.992,70043.13,93029.64
37229.832,73297.805,83634.57,137337.7
39245.242,72104.125,85086.25,100037.78
89817.54,43469.992,262143,81508.65
40814.312,32778.902,82272.33,179958.02
95469.46,71460.84,86651.45,135020.86
44809.87,44882.11,163051.27,152553.69
78703.76,73649.97,148644.98,72512.625
192784.05,40318.09,83524.06,80597.914
34657.14,84149.28,79756.4,81531.01
42411.332,64466.03,83214.46,146546.58
68644.77,40465.582,82602.57,148868.16
78602.28,30142.57,141209.42,147591.05
71872.78,68865.36,80253.484,78727.84
75954.77,35450.92,144933.22,161777.19
128741.14,81194.75,83424.305,92501.6
33035.61,39587.52,143978.19,82031.53
77836.45,-2.58,151239.61,143816.08
101643.83,45108.723,24061.51,79864.33
58261.992,40487.082,140794.9,144220.72
47076.832,58384.11,152094.02,96108.445
97434.13,30549.35,82618.055,157328.4
73201.055,36545.27,155147.02,209893.33
58202.652,42780.7,75389.32,142081.03
45771.78,52878.39,89960.734,142806.88
77916,40137.062,77114.484,134616.23
52264.78,133469.42,135967.72,97510.24
71530.93,69975.625,90466.414,82527.32
41959.832,81178.414,131361.12,91647.195
78022.21,40141.79,88260.08,140905.84
72177.65,28903.74,96620.14,94831.77
123575.984,74317.76,873.76,117247.67
34611.562,44256.46,262143,135788.4
2472.5,45170.64,126013.22,123405.7
57309.973,34197.902,3992.55,117112.65
77699.28,68619.83,146246.02,93509.52
38452.75,36359.51,83671.984,154993.5
51879.5,75290.42,83779.484,91200.42
65092.11,34565.98,91172.04,84712.15
75148.95,62806.23,153074.84,142640.03
59570.91,76246.31,90997.03,73437.984
36421.43,115259.35,87962.95,151863.97
70670.93,77868.27,262143,138696.5
34476.97,80860.21,81250.65,134415.86
89199.63,50166.38,152439.3,72522.94
60215.91,49731.223,262143,132665.75
34763.78,73061.305,81596.375,134941.75
70439.59,36336.29,76448.414,138293.6
45537,39567.742,184839.8,139596.92
117676.38,72129.06,84737.52,159458.62
47463.402,38178.84,95823.78,149111.53
67482.055,32792.66,90840.08,71515.02
35268.17,69882.31,76080.76,139990.38
87781.06,33918.832,153028.83,158949.94
65268.41,149366.52,178068.16,136295.38
45479.38,125929.805,85115.92,77679.5
57048.53,113439.164,141724.12,138956.66
59969.09,68832.25,146954.66,76286.305
45451.43,72848.02,84883.29,95656.51
59893.41,35356.75,87330.85,252374.31
164656.03,76960.97,155002.97,152863.28
85825.42,68340.76,169456.55,92332.61
39357.04,42138.28,149296,94802.96
38936.07,37534.27,79006.055,158384.9
77894.5,82139.03,93162.51,96526.83
38193.89,73465.5,77245.63,83803.13
77416.77,49188.992,179155.64,262143
80553.19,43898.27,77920.734,84877.7
83128.46,126406.67,154413.86,91169.46
60074.87,44829.223,87503.71,148650.14
46511.812,90399.33,98273.49,143747.28
3779.27,44009.21,86521.164,76212.77
46815.39,80300.78,144232.75,142069.42
73734.25,35235.492,138334.44,77530.72
95315.95,40644.89,82677.39,99326.56
79934.85,35423.402,83489.234,161560.03
76179.234,117290.24,78060.055,135646.94
111968.56,63288.26,78109.5,154845.16
81271.72,39527.32,73340.375,164743.33
39770.27,70452.92,161482.62,86835.49
42050.562,29683.76,97228.164,91516.47
77478.26,35717.52,82450.35,85495.61
87245.71,36730.17,80648.22,78148.2
65416.332,31660.47,93143.59,152398.02
60618.39,41282.582,965.78,68468.47
46616.73,85674.06,80022.57,81058.875
76283.29,117972.22,89617.59,79959.79
47007.6,42590.21,45656.973,137865.31
108302.81,35138.312,163944.81,151230.14
138760.58,25548.451,83964.38,97983.24
100776.09,45121.19,135493,135456.88
37117.6,63596.14,262143,72435.22
50354.723,48690.19,89403.88,90618.63
9099.66,80824.95,159471.1,237146.72
72995.94,160066.64,80377.32,156641.27
56200.57,31510.4,79120,157475.03
86791.2,40334.86,70167.4,10322.15
60915.52,51842.52,84630.88,91285.99
60909.5,45367.582,102090.6,145640.14
77551.79,33494.42,67706.08,93688.4
36551.29,73298.664,76173.21,71119.42
88199.45,34514.812,85656.43,43895.69
42835.742,45027.45,67416.69,88982.484
41417.6,45144.84,150656.52,152296.11
67051.625,49188.13,74500.08,76566.664
90901.14,38924.03,79429.17,83251.01
43384.42,115670,154263.36,141264.89
52615.23,41461.89,73227.71,92181.68
35599.7,54846.93,148008.16,27988.701
105148.766,75784.49,91662.24,71377.42
82429.71,75388.03,81024.47,86567.6
103568.516,73937.64,88257.07,131809.19
36814.02,31423.111,90319.78,58183.73
86151.79,45857.35,61764.34,129889.67
45864.23,116443.57,163246.06,89596.09
69472.52,44715.7,82042.71,70151.49
45806.61,36321.67,86545.24,153953.33
42936.36,39458.95,81745.15,88420.47
70301.99,37778.94,150948.92,80130.93
67579.664,84327.305,79373.7,152065.2
68757,69622.59,138300.47,146931.44
93282.484,78335.68,9653.93,79473.46
160338.4,47985.85,77089.97,80394.09
83125.88,89626.625,91543.13,149328.25
43708.64,33642.77,28294.43,146691.92
38603.25,41598.2,99578.54,96407.72
42240.62,42547.21,90280.65,66186.46
38502.63,42435.84,35060.48,157602.31
69542.18,80099.11,86628.664,92077.625
39897.98,43990.29,148673.36,94313.195
38370.62,81534.02,79061.09,80774.64
75001.46,39910.45,130354.07,85098.29
55825.18,37622.85,284.23,138602.77
70211.69,36100.652,149822.33,156303.28
80754.86,37185.11,164493.06,65072.332
46766.8,85398.43,134463.16,169454.4
86841.08,47459.53,152115.94,134187.52
78060.484,61469.36,151200.9,88618.7
31265.73,31331.09,123647.79,153681.58
68031.164,41240.87,86528.9,153004.33
79015.94,76140.53,75350.19,72365.13
107930,64779.07,143107.88,140732.98
89286.06,72202.59,159285.33,156301.56
33266.52,38361.16,165404.66,154689.92
40291.43,46092.562,76681.9,135610.39
50601.11,77178.984,109162.38,142214.77
77956.85,46997.71,84246.03,78524.88
81353.42,30468.941,262143,99276.68
82477.01,34938.36,153178.9,77221.125
66749.76,48148.39,93300.11,1893.29
70383.26,67337.57,87310.21,170065
65048.25,81573.15,73017.44,79922.38
170691.94,45017.562,142442.66,83782.92
83919.234,53679.91,161536.38,138784.22
50212.82,73966.02,73127.52,154930.72
41593.902,32944.02,64221.793,89145.45
113320.055,48056.37,88347.805,109043.27
55651.03,99495.125,78826.74,77510.08
209823.23,40740.35,96559.08,68800.86
42269,50549.51,85875.305,148370.64
45178.38,36944.312,78645.71,90809.125
39159.242,516,139643.8,73809.07
67132.89,71219.18,116286.195,80503.74
40739.92,52078.59,74471.7,121658.61
7116.93,51249.12,151735.83,86134.59
46450.75,78404.914,88831.555,85595.805
88978.61,42450.03,102581.234,149051.77
55969.23,41782.242,79480.77,151371.19
143827.69,77297.234,78825.88,90775.15
77460.63,55576.21,84847.6,73624.6
66472.414,1113.7001,156134.72,2185.69
65504.91,40113.84,85126.67,83084.6
82377.25,80722.61,131919.27,212572.66
40494.82,58537.62,92766.914,82050.45
62872.883,47523.6,81112.625,71204.56
78924.78,32843.402,152502.08,161787.08
36637.29,41919.84,76113.875,157260.47
107114.29,74766.68,83964.81,69488
74197.36,77756.47,66530.89,91368.555
52943.32,46591.79,151648.53,156494.2
84382.77,26667.74,83335.72,150980.75
48439.93,52105.25,145836.66,45149.14
56720.01,31463.96,143724.06,143730.52
73516.67,35637.11,172304.02,5067.12
32705.8,49817.652,89286.49,69259.67
132978.8,47412.23,133163.27,157559.75
68192.84,46282.62,98866.03,97146.46
64488.39,36500.12,83146.52,223977.11
145203.27,117469.984,164327.52,171313.72
41501.02,39473.14,79497.97,103564.21
73942.375,81346.11,131115.17,135311.11
72102.83,30060.871,90704.63,87704.52
36494.96,75213.45,84648.945,156299.84
38682.8,149212.58,67013.78,92743.695
70658.89,46460.21,10185.84,163402.16
45681.05,128817.68,228863.2,131576.12
118237.96,144594.81,21530.531,92270.695
71813.44,47617.77,186717.19,150749.83
76653.52,64235.98,70696.734,161637.44
89768.95,37065.14,84894.9,140313.73
52550.73,36015.51,91507.445,150877.97
79746.94,27757.361,65230.57,156409.5
108980.49,74102.76,82401.33,156954.3
100902.945,43352.6,91718.57,50291.082
65019.87,51409.082,141745.2,150196.42
61450.44,73925.6,136839.33,148146.61
41332.46,90419.97,149710.95,114444.5
47494.79,47551.98,69593.78,144288.22
136093.28,42273.3,88612.68,144284.36
43083.42,35040.7,98499.24,76007.234
40035.152,88412.734,66127.555,108482.125
67598.58,51232.35,89858.39,74081.69
34007.84,72247.31,80109.43,141352.61
74768.4,50295.812,82315.33,170190.56
66761.375,100503.04,104222.54,150371.86
32235.38,42897.23,142851.16,258704.78
66382.11,43658.76,173898.89,89806.79
59551.992,71765.71,77705.734,88698.25
71416.125,68327,70261.14,66012.74
37540.29,29753.42,128695.13,232780.94
33352.95,69418.34,71395.484,73476.25
77212.95,37812.05,87383.74,65242.18
65952.97,34864.832,71289.7,70946.99
41265.812,72314.39,82754.36,160802.38
70534.19,39047.44,213974.45,86858.71
72098.53,112774.38,89607.7,192543.69
36541.402,49662.85,2919.7,97281.914
75676.99,38955.85,21228.67,159199.33
90001.15,43316.91,169056.66,140545.08
112983.79,79961.94,96111.02,91053.79
69212.375,47017.492,135078.9,79194.82
76202.88,73282.75,91255.89,151187.14
84866.09,68458.58,87515.32,88341.78
37325.29,38064.89,143623.44,151678.62
62756.78,30222.98,172186.19,86283.375
78871.46,39730.71,119543.016,98260.164
80409.14,83035.58,168309.31,172321.22
46134.7,34571.57,57647.95,41323.43
59666.37,72778.79,160045.58,101172.125
52799.7,74491.914,76911.52,151289.48
86879.35,49128.36,79441.21,140160.22
143147.44,87731.18,652.74,94919.92
33767.47,44291.723,79813.164,74874.61
189977.88,109603.99,91613.22,87624.11
43393.02,72347.5,94758.24,88579.57
68182.52,44640.02,262143,2365.86
64567.082,46286.92,124837.6,171861.11
61871.41,68941.47,157321.52,133195.94
59941.57,75969.82,155769.22,165200.4
70802.94,41779.23,149890.69,89242.63
74046.43,81604.54,95495.695,105047.28
60419.73,56293.45,64593.312,85452.18
76508.18,38291.93,158544.44,85515.39
82353.17,30434.541,148277.77,152287.94
172297.14,31722.39,94717.82,129186.625
161934.12,51627.09,125956.03,93954.14
76133.65,38706.02,109221.29,135910.53
39224.6,51387.152,1400.9401,96954.68
43500.95,34885.04,139177.25,72851.89
40607.91,33453.57,12495.37,155564.55
164380.4,47691.3,70831.75,95526.65
66870.59,54241.062,80614.25,74571.03
85881.75,149038.86,82476.58,89507.945
54751.473,36811.87,159990.97,165551.72
44697.64,74006.01,89955.14,155409.75
117466.97,67368.1,106248.27,62092
98401.63,71298.305,87136.49,99386.76
61035.062,77045.25,95708.11,76628.15
36957.21,97262.56,82218.15,83054.5
43838.07,32294.291,85973.77,68019.125
85410.47,43688.86,37399.68,159893.36
37066,35334.39,145026.53,31938.25
42692.12,45791.562,174000.8,4586.81
31156.08,49713.16,112331.055,87265.49
126898.59,37648.22,72775.78,74912.45
55706.93,40479.77,137694.17,98130.734
79452.39,79248.14,140836.61,123250.9
55800.67,84787.4,146423.17,153197.83
57923.582,86617.914,73881.74,152641.4
77701.86,49043.652,101732.84,141009.05
76859.92,39220.73,134064.55,147425.94
75898.44,49687.36,153564.61,70641.69
97109.055,82492.49,175977.94,77437.84
67081.29,73130.53,70800.79,97204.945
36527.64,39197.082,76626.43,144642.11
74146.625,39916.47,74568.02,88902.07
65362.582,64821.21,170919.4,82242.664
144531.17,79606.76,99518.77,80228.11
85787.15,41309.242,72123.47,141447.64
794.21,82367.79,79063.24,76125.055
131788.12,44345.902,89757.77,74268.74
113367.35,44811.16,154256.48,151254.66
77060.305,40899.02,74647.57,94514
80423.33,53088.66,143205.05,75414.69
36423.152,46685.1,174762.75,80966.85
205850.89,85275.02,86230.055,79233.52
69113.9,37532.98,82400.04,156958.17
57328.89,73978.49,249594.8,65975.76
34466.652,92712.305,97595.38,75642.164
80894.18,86840.65,129235.64,71523.19
47728.28,45354.68,100122.92,168947
94144.2,45021.43,107583.42,163286.48
75925.96,86039.13,85896.375,84064.14
64895.17,38639.8,73606.54,130025.555
82512.7,76013.68,143599.36,153257.6
37801.3,44104.67,91208.59,135592.77
34744.43,113350.58,81752.89,191608.86
36229.22,33641.48,82135.59,79046.04
131706.86,52291.01,154800,96118.76
67798.1,38992.832,75609.484,74171.13
83079.44,50648.41,73232.01,84854.484
47756.66,47068.23,1689.9,162017.12
126694.77,74159.09,159336.5,84166.914
47564.88,40727.02,143616.56,161624.11
67288.984,48021.973,73923.02,80914.39
42239.332,32871.78,135597.5,160563.72
28051.91,53385.79,147790.58,144689.84
66587.22,45350.812,139558.66,96454.164
70679.96,103666.555,152720.95,79660.51
101542.35,118489.516,100659.56,76027.44
84479.09,47134.02,87936.72,71038.58
87888.56,31752.06,135361.42,88944.64
40613.07,46063.32,83374.85,75652.914
52412.7,100711.59,231654.33,159886.47
81499.625,36178.05,92305.09,160220.58
62590.8,72915.96,219960.9,82407.78
56969.84,36130.32,83768.734,94135.6
69560.67,86508.26,78741.6,137161.83
59522.32,85044.97,157236.81,70536.77
80879.13,67781.76,153227.5,137788.77
66041.984,78137.02,160486.33,154772.05
112515.52,72680.32,76947.64,71209.72
46999.43,72899.19,68151.13,79000.46
81106.17,71961.36,191443.31,124520.695
88945.5,78400.18,167265.7,3646.83
74854.83,35649.582,95717.57,86860.86
33859.062,85896.375,147118.05,147248.34
130293.016,38600.67,85693.84,150713.72
66546.805,59911.902,93312.15,79415.84
44890.71,45199.02,105978.664,64452.7
69452.74,67363.375,144310.58,40831.51
53999.832,43613.61,86751.21,97636.664
131730.94,74381.4,145382.58,37931.59
219375.69,43939.55,88339.63,25990.49
96166.92,66999.59,140925.19,68062.125
44337.3,46237.902,83083.31,79903.46
37317.98,71367.53,68652.94,138902.05
62496.633,33066.14,150476.78,189950.36
89429.68,96519.52,80518.36,97662.46
41098.11,41899.63,139773.22,88916.26
74703.47,40413.98,92277.57,129491.06
64472.91,49604.8,93284.2,165899.6
48694.492,74460.95,118130.46,179767.52
90786.33,41395.67,94674.82,86141.9
88979.9,49657.69,262143,76856.484
90607.45,38877.59,98339.28,158366.86
73734.68,36696.63,74704.76,147417.33
74422.25,71674.125,75003.61,78009.74
119506.89,90832.77,149993.89,86233.92
35794.062,42590.21,84808.04,169007.2
139482.11,104724.35,76497.43,139742.27
73422.5,73949.68,138481.5,145391.17
55949.45,48957.652,153980.86,141272.62
69503.914,34326.04,75235.38,151349.69
72571.53,42325.332,82673.95,137875.62
262143,64589.87,192562.17,80055.25
122085.17,37080.19,166180.38,81124.234
142430.62,27573.75,151332.9,156341.12
262143,64794.55,71785.49,79701.79
73127.52,72346.64,110181.055,149860.6
73844.76,47291.402,68882.99,177034.44
41210.34,41350.09,138384.33,92196.734
185390.64,42712.332,152078.53,142041.47
83588.13,43481.17,63962.07,67480.76
36877.66,54263.42,85808.65,242592.25
75527.78,53978.332,154889.88,76822.94
72903.49,80703.26,152822,153299.73
260656.97,42353.71,85097.86,124910.7
71430.74,48734.91,93193.9,78333.1
80301.21,48577.96,81392.984,142787.52
75906.18,48699.223,70091.72,75607.33
134105.39,92127.93,102422.13,62907.28
90875.77,38177.98,143581.73,73996.984
68873.1,86126.85,145776.45,91116.57
93572.734,32101.65,79545.27,90023.945
43342.71,70250.82,152637.11,72998.09
67363.805,67298.01,75492.09,92032.47
45306.09,47053.18,148465.67,75487.79
35905,81945.96,96628.31,146189.69
94459.39,31621.34,89058.59,60298.902
34483.42,38729.67,83190.38,78690.43
61257.8,81589.49,144569.02,65407.3
67033.13,34653.7,154827.52,142720.88
78178.734,58703.17,141544.83,138631.58
83958.36,107516.77,78616.04,152722.67
53172.082,78485.75,81039.95,157390.75
87287.42,85957.43,239417.12,82098.61
72906.07,78723.54,114843.11,130741.93
77075.35,84025.01,226683.53,89992.125
79196.97,74078.25,76687.49,91348.34
40196.832,36024.97,85134.84,106554.86
41866.09,78514.99,160627.36,82866.59
145945.88,113552.25,85528.29,96263.67
35357.18,47351.6,87867.49,155472.52
61288.332,76289.74,91270.51,82967.64
39298.13,49092.67,178085.8,74115.234
95812.6,125200.52,79408.1,69803.625
84942.2,170053.83,7950.27,150835.4
73122.36,49346.37,70600.84,95860.76
85797.04,96030.18,31141.031,158509.61
79617.08,35699.89,146959.38,86468.27
59807.41,125953.02,12.04,61777.242
44560.473,80273.69,72030.59,85606.555
42659.01,90879.64,147573.86,71673.26
98639.85,46968.04,84457.59,84694.52
44225.07,127416.74,85491.31,154830.97
41844.16,50021.473,81381.805,136425.67
48569.79,59897.71,134503.14,139081.36
90641.42,40889.992,160997.6,86537.5
171653.86,40300.46,89334.65,138901.61
31377.1,40948.902,153129.02,90217.875
42629.77,33942.48,150490.55,79160.42
52699.51,38062.312,82916.04,172746.9
95281.125,53960.27,225191.86,81222.27
92913.54,119491.414,70978.38,153467
100139.26,64123.75,134227.94,85535.17
235005.75,59270.77,102983.28,124690.11
66213.125,52607.492,76902.06,99030.29
75830.07,86731,83022.68,164211.84
75266.34,40948.47,262143,165650.62
36095.492,38661.73,176190.36,104862.38
71174.46,81272.58,85938.08,151177.69
30020.02,43663.062,142871.8,151484.7
50437.71,38691.832,67040.01,79553.01
84243.88,36590.85,81417.49,77149.31
88610.1,54055.73,17415.43,147691.67
72749.555,79001.32,87845.13,79291.57
43802.812,129115.24,84270.54,135069.88
120490.305,47515.43,83702.94,75615.5
48080.45,85087.54,101107.195,145693.89
68885.57,39056.04,73130.1,63700.633
47191.21,86626.945,89809.375,151961.14
42097.43,70112.36,142533.83,135315.84
209429.78,41916.402,16682.281,80835.7
71127.59,79976.56,84917.26,85558.39
42619.02,80387.64,149644.73,67837.664
38166.37,41590.89,89610.28,234740.88
66626.78,70718.234,146674.3,77767.22
85613,38479.41,140515.83,168520.88
76681.47,46194.04,82256.85,151221.55
150874.11,42480.13,86033.97,82252.984
78851.25,74342.27,80596.19,155998.84
77687.67,37417.312,77459.34,47871.902
146734.5,194468.8,80682.625,87500.27
66223.875,45629.02,83761.42,105178.43
71183.06,34512.23,143287.61,136943.39
138023.12,40598.45,110470.875,92232.42
178496.44,36150.53,77375.49,141095.9
43047.3,81112.19,104225.555,176751.08
46567.71,42914,86548.68,68213.055
65054.27,33060.98,89380.234,71434.18
118157.125,82394.45,77000.53,146052.52
111637.89,40175.332,142806.88,72594.32
138356.8,39581.5,245029.05,88561.51
71537.81,72249.89,68200.15,97496.055
45086.36,41598.63,32129.17,80807.75
41311.82,34329.48,83489.234,129628.664
32603.031,46982.23,146648.06,64237.7
112906.39,88273.414,97560.125,244678.61
70615.89,63769.86,151855.36,80189.84
78414.805,84705.27,87632.71,161018.66
36282.54,31244.23,80129.64,97306.42
86249.4,70710.06,146121.31,152636.67
41510.91,45655.68,97250.09,106615.06
165288.12,68324.85,160890.52,95274.24
71887.4,47905.87,83832.375,150082.05
60626.133,72411.14,94793.5,96955.97
93966.61,69473.81,147320.16,154612.52
87431.04,41004.8,13769.46,95684.89
74986.84,48306.2,83637.15,146491.55
62653.582,45514.64,21801.43,142944.05
71876.65,36261.902,160703.05,81835.02
69303.96,52416.57,205874.11,135020.86
79922.81,62386.12,152195.5,127320.85
69263.97,53718.61,82937.97,154752.27
13628.851,93062.32,88231.27,165605.47
88768.77,90760.96,75751.81,93973.06
62389.562,48658.8,52321.11,31109.21
60983.46,40708.1,86301.43,159889.05
50385.25,38713.332,125226.32,161352.77
43993.73,37141.25,148492.33,69000.81
54000.26,43086,101841.2,155818.67
44279.68,68721.74,129774,78736.01
114941.58,68997.375,175911.28,143650.97
64634.59,119754.57,79863.04,142454.7
180968.08,44665.39,85105.17,89878.17
85567.42,82433.15,94060.78,62777.42
39594.832,73063.45,90102.2,71287.125
32290.42,62627.35,67305.32,86879.35
71846.125,74988.13,84986.92,119035.61
40171.46,87243.56,262143,94987.43
